Origin,Destination,Departure Date,Time,Airline,Price(USD)
STO,ADD,2024-01-14,5:50 pm  –  12:25 am+2,Turkish Airlines,$628
STO,ADD,2024-01-14,11:35 am  –  12:05 am+1,Turkish Airlines,$630
STO,ADD,2024-01-14,8:30 pm  –  11:45 pm+1,British Airways,$644
STO,ADD,2024-01-14,8:30 pm  –  11:45 pm+1,British Airways,$644
STO,ADD,2024-01-14,5:50 pm  –  11:45 pm+1,British Airways,$644
STO,ADD,2024-01-14,5:50 pm  –  11:45 pm+1,British Airways,$644
STO,ADD,2024-01-14,8:00 pm  –  11:45 pm+1,"Scandinavian Airlines, Qatar Airways",$698
STO,ADD,2024-01-14,9:20 pm  –  6:50 am+1,Ethiopian Air,$708
STO,ADD,2024-01-14,8:30 pm  –  11:45 pm+1,"British Airways, Qatar Airways",$803
STO,ADD,2024-01-14,8:30 pm  –  11:45 pm+1,"British Airways, Qatar Airways",$803
STO,ADD,2024-01-14,5:50 pm  –  11:45 pm+1,"British Airways, Qatar Airways",$803
STO,ADD,2024-01-14,2:30 pm  –  12:40 pm+1,Emirates,$845
STO,ADD,2024-01-14,7:40 pm  –  11:45 pm+1,"Scandinavian Airlines, Qatar Airways",$865
STO,ADD,2024-01-14,12:50 pm  –  9:25 am+1,Kenya Airways,$902
STO,ADD,2024-01-14,8:30 pm  –  9:25 am+2,British Airways,$966
SIN,WAW,2024-01-15,11:55 pm  –  6:20 am+2,Air China,$609
SIN,WAW,2024-01-15,2:00 am  –  12:05 pm,Qatar Airways,$627
SIN,WAW,2024-01-15,8:20 pm  –  6:40 am+1,Qatar Airways,$627
SIN,WAW,2024-01-15,8:20 pm  –  12:05 pm+1,Qatar Airways,$627
SIN,WAW,2024-01-15,9:00 pm  –  11:20 am+1,Emirates,$649
SIN,WAW,2024-01-15,9:20 pm  –  11:20 am+1,"Malaysia Airlines, Emirates",$661
SIN,WAW,2024-01-15,9:30 pm  –  11:20 am+1,"Batik Air, Emirates",$670
SIN,WAW,2024-01-15,5:25 pm  –  6:40 am+1,Qatar Airways,$688
SIN,WAW,2024-01-15,4:35 pm  –  6:40 am+1,Qatar Airways,$688
SIN,WAW,2024-01-15,9:20 pm  –  12:05 pm+1,Qatar Airways,$688
SIN,WAW,2024-01-15,1:40 pm  –  6:40 am+1,Qatar Airways,$688
SIN,WAW,2024-01-15,5:25 pm  –  6:40 am+1,"Malaysia Airlines, Qatar Airways",$695
SIN,WAW,2024-01-15,5:25 pm  –  6:40 am+1,Qatar Airways,$708
SIN,WAW,2024-01-15,4:35 pm  –  6:40 am+1,Qatar Airways,$708
SIN,WAW,2024-01-15,2:25 pm  –  11:20 am+1,Emirates,$714
SIN,MNL,2024-01-15,6:10 am  –  10:00 am,Jetstar Asia,$96
SIN,MNL,2024-01-15,10:15 am  –  2:10 pm,Cebu Pacific,$109
SIN,MNL,2024-01-15,7:25 pm  –  11:25 pm,Cebu Pacific,$109
SIN,MNL,2024-01-15,1:55 am  –  6:00 am,Cebu Pacific,$111
SIN,MNL,2024-01-15,2:15 am  –  5:55 am,Jetstar Asia,$118
SIN,MNL,2024-01-15,4:35 pm  –  8:15 pm,Jetstar Asia,$118
SIN,MNL,2024-01-15,5:35 pm  –  4:35 am+1,"AirAsia, Cebu Pacific",$137
SIN,MNL,2024-01-15,2:50 pm  –  6:30 pm,Scoot,$142
SIN,MNL,2024-01-15,1:00 am  –  5:00 am,Scoot,$142
SIN,MNL,2024-01-15,5:50 pm  –  5:40 am+1,"Indonesia AirAsia, Cebu Pacific",$173
SIN,MNL,2024-01-15,10:35 pm  –  9:20 pm+1,"AirAsia, Malaysia Airlines",$174
SIN,MNL,2024-01-15,10:35 pm  –  12:20 pm+1,"AirAsia, Malaysia Airlines",$176
SIN,MNL,2024-01-15,10:35 pm  –  5:50 am+1,"AirAsia, Cebu Pacific",$179
SIN,MNL,2024-01-15,4:15 pm  –  5:40 am+1,"Indonesia AirAsia, Cebu Pacific",$181
SIN,MNL,2024-01-15,6:45 pm  –  5:50 am+1,"AirAsia, Cebu Pacific",$183
SIN,DXB,2024-01-15,9:45 pm  –  3:10 am+3,Multiple airlines,$304
SIN,DXB,2024-01-15,2:00 am  –  10:15 am,Qatar Airways,$307
SIN,DXB,2024-01-15,2:00 am  –  11:00 am,Qatar Airways,$307
SIN,DXB,2024-01-15,10:55 am  –  9:15 pm,Qatar Airways,$307
SIN,DXB,2024-01-15,8:20 pm  –  11:00 am+1,Qatar Airways,$310
SIN,DXB,2024-01-15,8:20 pm  –  10:15 am+1,Qatar Airways,$311
SIN,DXB,2024-01-15,10:55 am  –  10:15 am+1,Qatar Airways,$313
SIN,DXB,2024-01-15,10:55 am  –  11:00 am+1,Qatar Airways,$313
SIN,DXB,2024-01-15,2:00 am  –  9:15 pm,Qatar Airways,$315
SIN,DXB,2024-01-15,9:45 pm  –  9:35 pm+2,Multiple airlines,$319
SIN,DXB,2024-01-15,11:15 pm  –  3:10 am+3,Multiple airlines,$324
SIN,DXB,2024-01-15,9:45 pm  –  3:10 am+3,Multiple airlines,$324
SIN,DXB,2024-01-15,8:20 am  –  3:10 am+2,"Air India, Oman Air",$327
SIN,DXB,2024-01-15,12:20 pm  –  2:25 am+1,Batik Air,$333
SIN,DXB,2024-01-15,9:00 am  –  11:00 am+1,"Air India, Qatar Airways",$335
SIN,BER,2024-01-15,10:35 pm  –  9:30 pm+1,"AirAsia, Turkish Airlines",$436
SIN,BER,2024-01-15,7:15 am  –  9:30 pm,"Jetstar Asia, Turkish Airlines",$448
SIN,BER,2024-01-15,8:55 am  –  8:55 am+1,"XiamenAir, Azerbaijan Airlines",$478
SIN,BER,2024-01-15,7:40 pm  –  9:45 am+1,"Jetstar Asia, Turkish Airlines",$493
SIN,BER,2024-01-15,9:00 pm  –  9:45 am+1,"AirAsia, Turkish Airlines",$494
SIN,BER,2024-01-15,2:50 pm  –  9:45 am+1,"AirAsia, Turkish Airlines",$494
SIN,BER,2024-01-15,11:35 pm  –  9:45 am+1,Turkish Airlines,$497
SIN,BER,2024-01-15,10:20 am  –  9:30 pm,Turkish Airlines,$497
SIN,BER,2024-01-15,11:35 pm  –  1:25 pm+1,Turkish Airlines,$497
SIN,BER,2024-01-15,11:35 pm  –  5:35 pm+1,Turkish Airlines,$497
SIN,BER,2024-01-15,7:15 pm  –  3:00 pm+1,"Etihad Airways, Eurowings",$501
SIN,BER,2024-01-15,7:15 pm  –  3:20 pm+1,"Etihad Airways, Eurowings",$501
SIN,BER,2024-01-15,8:20 pm  –  6:50 am+1,Qatar Airways,$564
SIN,BER,2024-01-15,2:00 am  –  1:25 pm,Qatar Airways,$564
SIN,BER,2024-01-15,8:20 pm  –  1:25 pm+1,Qatar Airways,$564
SIN,PRG,2024-01-15,11:00 pm  –  10:50 pm+1,"China Eastern, Wizz Air UK",$484
SIN,PRG,2024-01-15,7:15 pm  –  10:50 pm+1,"Etihad Airways, Wizz Air UK",$505
SIN,PRG,2024-01-15,11:35 pm  –  10:50 pm+1,"Turkish Airlines, Wizz Air UK",$513
SIN,PRG,2024-01-15,11:35 pm  –  10:50 pm+1,"Turkish Airlines, Wizz Air UK",$513
SIN,PRG,2024-01-15,11:35 pm  –  10:50 pm+1,"Turkish Airlines, Wizz Air UK",$513
SIN,PRG,2024-01-15,11:35 pm  –  10:50 pm+1,"Turkish Airlines, Wizz Air UK",$513
SIN,PRG,2024-01-15,5:50 pm  –  12:10 pm+1,"China Southern, LOT",$514
SIN,PRG,2024-01-15,5:50 pm  –  9:40 pm+1,"China Southern, LOT",$514
SIN,PRG,2024-01-15,5:50 pm  –  9:40 pm+1,"China Southern, LOT",$515
SIN,PRG,2024-01-15,7:15 pm  –  9:40 pm+1,"Etihad Airways, LOT",$520
SIN,PRG,2024-01-15,10:20 am  –  8:40 am+1,"Turkish Airlines, Wizz Air Malta",$523
SIN,PRG,2024-01-15,11:35 pm  –  6:15 pm+1,Turkish Airlines,$568
SIN,PRG,2024-01-15,10:20 am  –  8:40 am+1,Turkish Airlines,$568
SIN,PRG,2024-01-15,10:20 am  –  2:20 pm+1,Turkish Airlines,$568
SIN,PRG,2024-01-15,11:35 pm  –  2:20 pm+1,Turkish Airlines,$569
SIN,PAR,2024-01-15,8:20 am  –  5:55 pm,Air India,$322
SIN,PAR,2024-01-15,2:50 pm  –  12:20 pm+2,"AirAsia, Turkish Airlines",$369
SIN,PAR,2024-01-15,6:00 am  –  7:25 pm,"Malaysia Airlines, Oman Air",$426
SIN,PAR,2024-01-15,11:50 am  –  4:20 pm+1,"Indonesia AirAsia, IndiGo",$452
SIN,PAR,2024-01-15,4:25 pm  –  12:35 pm+1,"Sichuan Airlines, Vueling",$467
SIN,PAR,2024-01-15,4:15 pm  –  6:00 am+1,China Eastern,$489
SIN,PAR,2024-01-15,11:15 pm  –  5:55 pm+1,Air India,$490
SIN,PAR,2024-01-15,4:25 pm  –  8:10 pm+1,"Sichuan Airlines, Iberia",$497
SIN,PAR,2024-01-15,4:25 pm  –  8:10 pm+1,"Sichuan Airlines, Iberia",$497
SIN,PAR,2024-01-15,11:35 pm  –  9:50 am+1,Turkish Airlines,$514
SIN,PAR,2024-01-15,10:20 am  –  10:20 pm,Turkish Airlines,$514
SIN,PAR,2024-01-15,11:35 pm  –  12:20 pm+1,Turkish Airlines,$514
SIN,PAR,2024-01-15,11:35 pm  –  4:20 pm+1,Turkish Airlines,$514
SIN,PAR,2024-01-15,4:25 pm  –  3:30 pm+1,"Sichuan Airlines, Wizz Air Malta",$529
SIN,PAR,2024-01-15,11:35 pm  –  2:25 pm+1,"Turkish Airlines, Vueling",$531
SIN,ROM,2024-01-15,12:25 am  –  6:15 pm,China Eastern,$299
SIN,ROM,2024-01-15,7:15 pm  –  6:00 pm+1,Etihad Airways,$300
SIN,ROM,2024-01-15,11:00 pm  –  6:15 pm+1,China Eastern,$359
SIN,ROM,2024-01-15,4:15 pm  –  6:15 pm+1,China Eastern,$359
SIN,ROM,2024-01-15,10:10 am  –  6:15 pm+1,China Eastern,$359
SIN,ROM,2024-01-15,11:35 pm  –  9:55 am+1,Turkish Airlines,$402
SIN,ROM,2024-01-15,10:20 am  –  9:55 pm,Turkish Airlines,$402
SIN,ROM,2024-01-15,11:35 pm  –  1:45 pm+1,Turkish Airlines,$402
SIN,ROM,2024-01-15,11:35 pm  –  6:30 pm+1,Turkish Airlines,$402
SIN,ROM,2024-01-15,11:35 pm  –  9:55 pm+1,Turkish Airlines,$402
SIN,ROM,2024-01-15,10:20 am  –  9:55 am+1,Turkish Airlines,$402
SIN,ROM,2024-01-15,10:20 am  –  1:45 pm+1,Turkish Airlines,$402
SIN,ROM,2024-01-15,10:55 am  –  7:50 pm,Qatar Airways,$466
SIN,ROM,2024-01-15,8:20 pm  –  6:45 am+1,Qatar Airways,$466
SIN,ROM,2024-01-15,8:20 pm  –  1:30 pm+1,Qatar Airways,$466
SIN,TYO,2024-01-15,1:20 am  –  9:05 am,ZIPAIR,$190
SIN,TYO,2024-01-15,1:05 pm  –  1:00 am+1,VietJet Air,$190
SIN,TYO,2024-01-15,11:00 pm  –  12:30 pm+1,China Eastern,$192
SIN,TYO,2024-01-15,11:00 pm  –  12:50 pm+1,China Eastern,$192
SIN,TYO,2024-01-15,11:00 pm  –  1:30 pm+1,China Eastern,$192
SIN,TYO,2024-01-15,12:25 am  –  12:50 pm,China Eastern,$193
SIN,TYO,2024-01-15,11:00 pm  –  2:25 pm+1,China Eastern,$193
SIN,TYO,2024-01-15,4:15 pm  –  12:50 pm+1,China Eastern,$193
SIN,TYO,2024-01-15,4:15 pm  –  2:25 pm+1,China Eastern,$193
SIN,TYO,2024-01-15,12:25 am  –  2:25 pm,China Eastern,$195
SIN,TYO,2024-01-15,6:00 am  –  1:00 am+1,"Malaysia Airlines, VietJet Air",$228
SIN,TYO,2024-01-15,11:05 am  –  1:00 am+1,"Malaysia Airlines, VietJet Air",$243
SIN,TYO,2024-01-15,10:30 am  –  1:00 am+1,"Malaysia Airlines, VietJet Air",$243
SIN,TYO,2024-01-15,5:00 pm  –  7:40 am+1,VietJet Air,$243
SIN,TYO,2024-01-15,6:00 am  –  1:00 am+1,"Malaysia Airlines, VietJet Air",$243
SIN,BJS,2024-01-15,8:55 am  –  8:00 pm,XiamenAir,$146
SIN,BJS,2024-01-15,8:55 am  –  11:50 pm,XiamenAir,$146
SIN,BJS,2024-01-15,3:45 pm  –  10:00 am+1,XiamenAir,$146
SIN,BJS,2024-01-15,3:45 pm  –  11:55 am+1,XiamenAir,$146
SIN,BJS,2024-01-15,11:00 pm  –  11:20 am+1,China Eastern,$163
SIN,BJS,2024-01-15,11:00 pm  –  11:25 am+1,China Eastern,$163
SIN,BJS,2024-01-15,11:00 pm  –  1:00 pm+1,China Eastern,$164
SIN,BJS,2024-01-15,11:00 pm  –  5:20 pm+1,China Eastern,$164
SIN,BJS,2024-01-15,11:00 pm  –  6:00 pm+1,China Eastern,$164
SIN,BJS,2024-01-15,11:00 pm  –  12:00 pm+1,China Eastern,$166
SIN,BJS,2024-01-15,11:00 pm  –  12:20 pm+1,China Eastern,$166
SIN,BJS,2024-01-15,12:25 am  –  11:25 am,China Eastern,$173
SIN,BJS,2024-01-15,12:25 am  –  12:20 pm,China Eastern,$173
SIN,BJS,2024-01-15,12:25 am  –  1:00 pm,China Eastern,$173
SIN,BJS,2024-01-15,12:25 am  –  3:20 pm,China Eastern,$173
SIN,HKG,2024-01-15,6:05 am  –  10:05 am,Scoot,$125
SIN,HKG,2024-01-15,9:30 pm  –  2:10 pm+1,Batik Air,$140
SIN,HKG,2024-01-15,10:35 pm  –  11:15 am+1,AirAsia,$163
SIN,HKG,2024-01-15,10:00 am  –  5:30 pm,AirAsia,$173
SIN,HKG,2024-01-15,12:10 pm  –  8:30 pm,AirAsia,$173
SIN,HKG,2024-01-15,5:25 pm  –  11:50 pm,Malaysia Airlines,$175
SIN,HKG,2024-01-15,6:00 am  –  12:55 pm,Malaysia Airlines,$175
SIN,HKG,2024-01-15,4:35 pm  –  11:50 pm,Malaysia Airlines,$175
SIN,HKG,2024-01-15,7:35 am  –  2:10 pm,"AirAsia, Batik Air",$178
SIN,HKG,2024-01-15,12:20 pm  –  8:30 pm,"Batik Air, AirAsia",$185
SIN,HKG,2024-01-15,12:55 pm  –  8:30 pm,"Malaysia Airlines, AirAsia",$191
SIN,HKG,2024-01-15,11:15 am  –  8:15 pm,VietJet Air,$194
SIN,HKG,2024-01-15,1:05 pm  –  5:05 pm,Singapore Airlines,$231
SIN,HKG,2024-01-15,1:25 pm  –  1:30 pm+1,Vietnam Airlines,$241
SIN,HKG,2024-01-15,8:45 pm  –  1:30 pm+1,Vietnam Airlines,$252
SIN,SEL,2024-01-15,2:30 am  –  9:50 am,T'way Air,$120
SIN,SEL,2024-01-15,3:45 pm  –  12:35 pm+1,XiamenAir,$165
SIN,SEL,2024-01-15,11:00 pm  –  11:55 am+1,China Eastern,$180
SIN,SEL,2024-01-15,11:00 pm  –  3:20 pm+1,China Eastern,$180
SIN,SEL,2024-01-15,10:10 am  –  8:45 pm,China Eastern,$181
SIN,SEL,2024-01-15,12:25 am  –  11:55 am,China Eastern,$181
SIN,SEL,2024-01-15,12:25 am  –  5:25 pm,China Eastern,$181
SIN,SEL,2024-01-15,11:00 pm  –  5:25 pm+1,China Eastern,$181
SIN,SEL,2024-01-15,12:25 am  –  7:05 pm,China Eastern,$181
SIN,SEL,2024-01-15,4:15 pm  –  11:00 am+1,China Eastern,$181
SIN,SEL,2024-01-15,4:15 pm  –  11:55 am+1,China Eastern,$181
SIN,SEL,2024-01-15,11:00 pm  –  7:05 pm+1,China Eastern,$181
SIN,SEL,2024-01-15,12:25 am  –  8:45 pm,China Eastern,$182
SIN,SEL,2024-01-15,12:20 pm  –  6:05 am+1,Batik Air,$185
SIN,SEL,2024-01-15,10:45 am  –  6:05 am+1,Batik Air,$185
SIN,BAK,2024-01-15,8:20 am  –  11:30 pm,"Air India, IndiGo",$319
SIN,BAK,2024-01-15,5:30 am  –  11:30 pm,IndiGo,$323
SIN,BAK,2024-01-15,6:40 am  –  11:30 pm,"Air India, IndiGo",$324
SIN,BAK,2024-01-15,5:30 am  –  11:30 pm,IndiGo,$330
SIN,BAK,2024-01-15,5:30 am  –  11:30 pm,IndiGo,$344
SIN,BAK,2024-01-15,2:45 am  –  11:30 pm,IndiGo,$354
SIN,BAK,2024-01-15,6:40 am  –  11:30 pm,"Air India, IndiGo",$358
SIN,BAK,2024-01-15,11:00 am  –  11:30 pm,IndiGo,$366
SIN,BAK,2024-01-15,6:40 am  –  11:30 pm,"Air India, IndiGo",$368
SIN,BAK,2024-01-15,9:00 am  –  11:30 pm,"Air India, IndiGo",$369
SIN,BAK,2024-01-15,6:40 am  –  11:30 pm,"Air India, IndiGo",$369
SIN,BAK,2024-01-15,6:40 am  –  11:30 pm,"Air India, IndiGo",$373
SIN,BAK,2024-01-15,5:30 am  –  11:30 pm,IndiGo,$374
SIN,BAK,2024-01-15,6:40 am  –  11:30 pm,"Air India, IndiGo",$391
SIN,BAK,2024-01-15,7:40 pm  –  8:10 am+1,"IndiGo, Azerbaijan Airlines",$395
SIN,TUN,2024-01-15,5:00 pm  –  9:30 am+1,SAUDIA,$278
SIN,TUN,2024-01-15,11:55 pm  –  11:55 am+1,Lufthansa,$613
SIN,TUN,2024-01-15,11:45 pm  –  11:55 am+1,Lufthansa,$622
SIN,TUN,2024-01-15,9:30 pm  –  12:35 pm+2,Emirates,$677
SIN,TUN,2024-01-15,9:30 pm  –  12:35 pm+2,Emirates,$697
SIN,TUN,2024-01-15,12:20 pm  –  12:35 pm+2,Emirates,$697
SIN,TUN,2024-01-15,9:20 pm  –  12:35 pm+2,"Malaysia Airlines, Emirates",$700
SIN,TUN,2024-01-15,11:45 pm  –  11:55 am+2,Lufthansa,$706
SIN,TUN,2024-01-15,11:45 pm  –  11:55 am+2,Lufthansa,$706
SIN,TUN,2024-01-15,11:45 pm  –  11:55 am+2,Lufthansa,$706
SIN,TUN,2024-01-15,11:45 pm  –  11:55 am+2,Lufthansa,$706
SIN,TUN,2024-01-15,11:45 pm  –  11:55 am+2,Lufthansa,$706
SIN,TUN,2024-01-15,9:30 pm  –  12:35 pm+2,"Batik Air, Emirates",$709
SIN,TUN,2024-01-15,4:25 pm  –  10:35 am+1,"Sichuan Airlines, ITA Airways",$710
SIN,TUN,2024-01-15,9:20 pm  –  12:35 pm+2,"Malaysia Airlines, Emirates",$720
SIN,MAD,2024-01-15,7:15 pm  –  9:20 pm+1,"Etihad Airways, Air Europa",$377
SIN,MAD,2024-01-15,5:00 pm  –  1:15 pm+1,SAUDIA,$388
SIN,MAD,2024-01-15,7:15 pm  –  11:50 am+1,"Etihad Airways, Iberia",$402
SIN,MAD,2024-01-15,7:15 pm  –  2:45 pm+1,"Etihad Airways, Iberia",$402
SIN,MAD,2024-01-15,7:15 pm  –  4:15 pm+1,"Etihad Airways, Iberia",$402
SIN,MAD,2024-01-15,7:15 pm  –  1:30 pm+1,"Etihad Airways, Air Europa",$407
SIN,MAD,2024-01-15,7:15 pm  –  1:10 pm+1,"Etihad Airways, Air Europa",$416
SIN,MAD,2024-01-15,7:15 pm  –  2:40 pm+1,"Etihad Airways, Iberia",$416
SIN,MAD,2024-01-15,11:00 pm  –  7:45 pm+1,China Eastern,$421
SIN,MAD,2024-01-15,12:25 am  –  7:45 pm,China Eastern,$425
SIN,MAD,2024-01-15,7:15 pm  –  2:55 pm+1,Multiple airlines,$438
SIN,MAD,2024-01-15,7:15 pm  –  4:00 pm+1,Multiple airlines,$438
SIN,MAD,2024-01-15,7:15 pm  –  2:00 pm+1,Multiple airlines,$450
SIN,MAD,2024-01-15,7:15 pm  –  2:30 pm+1,"Etihad Airways, Iberia",$455
SIN,MAD,2024-01-15,7:15 pm  –  2:55 pm+1,Multiple airlines,$463
SIN,LHR,2024-01-15,5:50 pm  –  5:15 pm+1,China Southern,$291
SIN,LHR,2024-01-15,8:45 am  –  5:15 pm+1,China Southern,$291
SIN,LHR,2024-01-15,11:00 pm  –  1:35 pm+1,China Eastern,$359
SIN,LHR,2024-01-15,11:35 pm  –  9:55 am+1,Turkish Airlines,$379
SIN,LHR,2024-01-15,11:35 pm  –  2:40 pm+1,Turkish Airlines,$379
SIN,LHR,2024-01-15,7:15 pm  –  2:30 pm+1,Etihad Airways,$386
SIN,LHR,2024-01-15,10:55 am  –  10:10 pm,"Qatar Airways, British Airways",$431
SIN,LHR,2024-01-15,10:55 am  –  10:10 pm,British Airways,$434
SIN,LHR,2024-01-15,10:55 am  –  10:10 pm,Qatar Airways,$438
SIN,LHR,2024-01-15,10:55 am  –  10:10 pm,"British Airways, Qatar Airways",$455
SIN,LHR,2024-01-15,10:20 am  –  8:50 pm,Turkish Airlines,$467
SIN,LHR,2024-01-15,8:20 pm  –  6:25 am+1,"Qatar Airways, British Airways",$540
SIN,LHR,2024-01-15,8:20 pm  –  6:25 am+1,British Airways,$542
SIN,LHR,2024-01-15,8:20 pm  –  6:25 am+1,Qatar Airways,$547
SIN,LHR,2024-01-15,9:00 pm  –  1:05 pm+1,Multiple airlines,$559
SIN,HEL,2024-01-15,11:15 pm  –  2:05 pm+1,Juneyao Airlines,$446
SIN,HEL,2024-01-15,11:35 pm  –  11:35 am+1,Turkish Airlines,$634
SIN,HEL,2024-01-15,11:45 pm  –  12:00 pm+1,Lufthansa,$718
SIN,HEL,2024-01-15,11:55 pm  –  1:05 pm+1,Lufthansa,$737
SIN,HEL,2024-01-15,11:45 pm  –  1:05 pm+1,Lufthansa,$743
SIN,HEL,2024-01-15,11:25 pm  –  12:20 pm+1,Qantas Airways,$750
SIN,HEL,2024-01-15,11:25 pm  –  12:20 pm+1,"Qantas Airways, British Airways",$777
SIN,HEL,2024-01-15,7:15 pm  –  12:00 pm+1,Etihad Airways,$791
SIN,HEL,2024-01-15,10:45 pm  –  6:25 am+1,Finnair,$809
SIN,HEL,2024-01-15,11:05 pm  –  12:20 pm+1,British Airways,$820
SIN,HEL,2024-01-15,11:05 pm  –  3:15 pm+1,British Airways,$820
SIN,HEL,2024-01-15,11:25 pm  –  3:15 pm+1,Qantas Airways,$875
SIN,HEL,2024-01-15,8:20 am  –  1:00 am+1,"Air India, Vistara",$898
SIN,HEL,2024-01-15,11:25 pm  –  3:15 pm+1,"Qantas Airways, British Airways",$902
SIN,HEL,2024-01-15,9:20 pm  –  2:20 pm+1,Qatar Airways,$920
SIN,STO,2024-01-15,11:55 pm  –  4:30 pm+1,Air China,$372
SIN,STO,2024-01-15,9:30 am  –  4:30 pm+1,Air China,$373
SIN,STO,2024-01-15,5:50 pm  –  7:00 pm+1,"China Southern, LOT",$460
SIN,STO,2024-01-15,5:50 pm  –  7:00 pm+1,"China Southern, LOT",$460
SIN,STO,2024-01-15,5:50 pm  –  10:25 pm+1,"China Southern, LOT",$460
SIN,STO,2024-01-15,5:50 pm  –  10:25 pm+1,"China Southern, LOT",$460
SIN,STO,2024-01-15,8:55 am  –  8:55 am+2,XiamenAir,$493
SIN,STO,2024-01-15,3:45 pm  –  8:55 am+2,XiamenAir,$507
SIN,STO,2024-01-15,9:00 pm  –  8:25 pm+1,Multiple airlines,$511
SIN,STO,2024-01-15,7:40 pm  –  8:25 pm+1,Multiple airlines,$511
SIN,STO,2024-01-15,6:45 pm  –  8:25 pm+1,Multiple airlines,$511
SIN,STO,2024-01-15,4:35 pm  –  8:25 pm+1,Multiple airlines,$511
SIN,STO,2024-01-15,2:50 pm  –  8:25 pm+1,Multiple airlines,$511
SIN,STO,2024-01-15,2:30 pm  –  8:25 pm+1,Multiple airlines,$511
SIN,STO,2024-01-15,11:35 pm  –  4:25 pm+1,"Turkish Airlines, Norwegian",$512
SIN,OSL,2024-01-15,8:55 am  –  8:35 am+2,XiamenAir,$493
SIN,OSL,2024-01-15,8:55 am  –  4:15 pm+2,XiamenAir,$493
SIN,OSL,2024-01-15,3:45 pm  –  8:35 am+2,XiamenAir,$507
SIN,OSL,2024-01-15,3:45 pm  –  4:15 pm+2,XiamenAir,$507
SIN,OSL,2024-01-15,2:00 am  –  1:30 pm,Qatar Airways,$525
SIN,OSL,2024-01-15,8:20 pm  –  1:30 pm+1,Qatar Airways,$525
SIN,OSL,2024-01-15,10:55 am  –  1:30 pm+1,Qatar Airways,$528
SIN,OSL,2024-01-15,11:00 pm  –  8:40 pm+1,"China Eastern, Scandinavian Airlines",$545
SIN,OSL,2024-01-15,11:00 pm  –  8:50 pm+1,"China Eastern, Norwegian",$547
SIN,OSL,2024-01-15,12:25 am  –  4:35 pm+1,"China Eastern, Finnair",$552
SIN,OSL,2024-01-15,12:25 am  –  8:10 pm+1,"China Eastern, Finnair",$552
SIN,OSL,2024-01-15,8:55 am  –  1:30 pm+1,"XiamenAir, Qatar Airways",$557
SIN,OSL,2024-01-15,11:35 pm  –  5:15 pm+1,Turkish Airlines,$560
SIN,OSL,2024-01-15,10:20 am  –  11:00 am+1,Turkish Airlines,$560
SIN,OSL,2024-01-15,10:20 am  –  5:15 pm+1,Turkish Airlines,$560
SIN,BRU,2024-01-15,7:15 pm  –  6:35 am+1,Etihad Airways,$300
SIN,BRU,2024-01-15,7:15 pm  –  6:20 pm+1,"Etihad Airways, Brussels Airlines",$457
SIN,BRU,2024-01-15,7:15 pm  –  7:35 pm+1,"Etihad Airways, Air Malta",$458
SIN,BRU,2024-01-15,5:00 pm  –  6:20 pm+1,"SAUDIA, Brussels Airlines",$496
SIN,BRU,2024-01-15,7:15 pm  –  10:00 am+1,"Etihad Airways, SWISS",$501
SIN,BRU,2024-01-15,7:15 pm  –  6:20 pm+1,"Etihad Airways, SWISS",$501
SIN,BRU,2024-01-15,7:15 pm  –  7:10 pm+1,"Etihad Airways, Brussels Airlines",$501
SIN,BRU,2024-01-15,7:15 pm  –  10:00 am+1,"Etihad Airways, Brussels Airlines",$502
SIN,BRU,2024-01-15,7:15 pm  –  7:10 pm+1,"Etihad Airways, SWISS",$502
SIN,BRU,2024-01-15,7:15 pm  –  5:30 pm+1,"Etihad Airways, ITA Airways",$509
SIN,BRU,2024-01-15,4:35 pm  –  6:35 am+1,"AirAsia, Etihad Airways",$510
SIN,BRU,2024-01-15,2:50 pm  –  6:35 am+1,"AirAsia, Etihad Airways",$510
SIN,BRU,2024-01-15,2:30 pm  –  6:35 am+1,"AirAsia, Etihad Airways",$510
SIN,BRU,2024-01-15,12:10 pm  –  6:35 am+1,"AirAsia, Etihad Airways",$515
SIN,BRU,2024-01-15,12:55 pm  –  6:35 am+1,"Jetstar Asia, Etihad Airways",$516
SIN,DUB,2024-01-15,5:50 pm  –  9:05 pm+1,"China Southern, Aer Lingus",$410
SIN,DUB,2024-01-15,7:15 pm  –  11:00 am+1,"Etihad Airways, Aer Lingus",$443
SIN,DUB,2024-01-15,5:50 pm  –  8:05 pm+1,"China Southern, Aer Lingus",$443
SIN,DUB,2024-01-15,5:50 pm  –  12:05 pm+1,"China Southern, Aer Lingus",$454
SIN,DUB,2024-01-15,11:00 pm  –  8:45 pm+1,"China Eastern, Aer Lingus",$477
SIN,DUB,2024-01-15,7:15 pm  –  12:25 pm+1,"Etihad Airways, Aer Lingus",$480
SIN,DUB,2024-01-15,11:00 pm  –  9:05 pm+1,"China Eastern, Aer Lingus",$485
SIN,DUB,2024-01-15,7:15 pm  –  8:45 pm+1,"Etihad Airways, Aer Lingus",$498
SIN,DUB,2024-01-15,11:35 pm  –  8:45 pm+1,"Turkish Airlines, Aer Lingus",$506
SIN,DUB,2024-01-15,11:35 pm  –  8:45 pm+1,"Turkish Airlines, Aer Lingus",$506
SIN,DUB,2024-01-15,11:35 pm  –  8:45 pm+1,"Turkish Airlines, Aer Lingus",$506
