Origin,Destination,Departure Date,Time,Airline,Price(USD)
MNL,ROM,2024-01-16,8:00 pm  –  6:15 pm+1,"Cebu Pacific, China Eastern",$366
MNL,ROM,2024-01-16,6:25 pm  –  6:15 pm+1,"Cebu Pacific, China Eastern",$366
MNL,ROM,2024-01-16,8:35 pm  –  6:15 pm+1,"Philippine Airlines, China Eastern",$373
MNL,ROM,2024-01-16,9:45 pm  –  6:15 pm+1,"Cebu Pacific, China Eastern",$376
MNL,ROM,2024-01-16,9:55 pm  –  6:15 pm+1,"Philippines AirAsia, China Eastern",$379
MNL,ROM,2024-01-16,10:35 pm  –  6:15 pm+1,"Cebgo, China Eastern",$387
MNL,ROM,2024-01-16,10:50 pm  –  6:15 pm+1,"Cebu Pacific, China Eastern",$476
MNL,ROM,2024-01-16,8:35 am  –  7:30 am+1,"Philippines AirAsia, Air China",$487
MNL,ROM,2024-01-16,11:05 pm  –  5:50 pm+1,"Philippines AirAsia, Air China",$494
MNL,ROM,2024-01-16,8:15 pm  –  5:50 pm+1,"Cebu Pacific, Air China",$495
MNL,ROM,2024-01-16,10:10 am  –  7:30 am+1,"Philippine Airlines, Air China",$514
MNL,ROM,2024-01-16,8:35 am  –  7:30 am+1,"Philippines AirAsia, Air China",$540
MNL,TYO,2024-01-16,3:00 am  –  2:30 pm,Greater Bay Airlines,$223
MNL,TYO,2024-01-16,3:00 am  –  8:05 pm,"Greater Bay Airlines, Hong Kong Airlines",$224
MNL,TYO,2024-01-16,2:35 pm  –  7:45 pm,ZIPAIR,$232
MNL,TYO,2024-01-16,3:00 am  –  6:05 pm,"Greater Bay Airlines, HK Express",$237
MNL,TYO,2024-01-16,3:00 am  –  4:10 pm,Greater Bay Airlines,$244
MNL,TYO,2024-01-16,3:00 am  –  7:05 pm,"Greater Bay Airlines, HK Express",$244
MNL,TYO,2024-01-16,6:55 am  –  7:55 pm,"Jetstar Asia, Jetstar Japan",$245
MNL,TYO,2024-01-16,3:35 pm  –  12:40 am+1,"Cebu Pacific, HK Express",$252
MNL,TYO,2024-01-16,3:00 am  –  3:55 pm,"Greater Bay Airlines, HK Express",$252
MNL,TYO,2024-01-16,8:30 am  –  7:55 pm,"Philippines AirAsia, Jetstar Japan",$253
MNL,TYO,2024-01-16,6:55 am  –  4:00 pm,"Jetstar Asia, Jetstar Japan",$256
MNL,TYO,2024-01-16,8:00 pm  –  8:10 am+1,Cebu Pacific,$263
MNL,TYO,2024-01-16,6:25 pm  –  8:10 am+1,Cebu Pacific,$263
MNL,TYO,2024-01-16,8:35 am  –  8:05 pm,"Philippines AirAsia, Hong Kong Airlines",$265
MNL,TYO,2024-01-16,3:00 am  –  2:35 pm,"Greater Bay Airlines, HK Express",$266
MNL,BJS,2024-01-16,9:20 pm  –  10:00 am+1,XiamenAir,$101
MNL,BJS,2024-01-16,9:20 pm  –  11:55 am+1,XiamenAir,$101
MNL,BJS,2024-01-16,9:20 pm  –  1:55 pm+1,XiamenAir,$101
MNL,BJS,2024-01-16,6:00 pm  –  11:10 am+1,XiamenAir,$101
MNL,BJS,2024-01-16,9:20 pm  –  6:00 pm+1,XiamenAir,$101
MNL,BJS,2024-01-16,9:20 pm  –  8:00 pm+1,XiamenAir,$101
MNL,BJS,2024-01-16,9:20 pm  –  11:50 pm+1,XiamenAir,$101
MNL,BJS,2024-01-16,6:00 pm  –  10:00 pm+1,XiamenAir,$101
MNL,BJS,2024-01-16,2:15 pm  –  11:50 pm,XiamenAir,$112
MNL,BJS,2024-01-16,2:15 pm  –  10:00 am+1,XiamenAir,$112
MNL,BJS,2024-01-16,2:15 pm  –  11:55 am+1,XiamenAir,$112
MNL,BJS,2024-01-16,2:15 pm  –  1:55 pm+1,XiamenAir,$112
MNL,BJS,2024-01-16,2:15 pm  –  6:00 pm+1,XiamenAir,$112
MNL,BJS,2024-01-16,2:30 am  –  10:25 am,Shenzhen Airlines,$211
MNL,BJS,2024-01-16,2:30 am  –  1:15 pm,Shenzhen Airlines,$211
MNL,HKG,2024-01-16,10:55 am  –  4:25 pm,China Airlines,$270
MNL,HKG,2024-01-16,10:55 am  –  6:55 pm,China Airlines,$270
MNL,HKG,2024-01-16,10:55 am  –  8:10 pm,China Airlines,$270
MNL,HKG,2024-01-16,10:55 am  –  12:20 am+1,China Airlines,$270
MNL,HKG,2024-01-16,3:40 am  –  8:50 am,EVA Air,$283
MNL,HKG,2024-01-16,3:40 am  –  12:10 pm,EVA Air,$283
MNL,HKG,2024-01-16,3:40 am  –  2:10 pm,EVA Air,$283
MNL,HKG,2024-01-16,3:40 am  –  4:15 pm,EVA Air,$283
MNL,HKG,2024-01-16,3:40 am  –  6:30 pm,EVA Air,$283
MNL,HKG,2024-01-16,3:40 am  –  8:05 pm,EVA Air,$283
MNL,HKG,2024-01-16,3:40 am  –  8:50 pm,EVA Air,$283
MNL,HKG,2024-01-16,11:15 pm  –  12:30 am+2,Jeju Air,$292
MNL,HKG,2024-01-16,3:40 am  –  10:05 am,EVA Air,$328
MNL,HKG,2024-01-16,6:50 pm  –  8:50 am+1,EVA Air,$328
MNL,HKG,2024-01-16,6:50 pm  –  12:10 pm+1,EVA Air,$328
MNL,SEL,2024-01-16,9:20 pm  –  12:35 pm+1,XiamenAir,$113
MNL,SEL,2024-01-16,2:15 pm  –  12:35 pm+1,XiamenAir,$125
MNL,SEL,2024-01-16,5:40 pm  –  10:40 pm,Philippines AirAsia,$158
MNL,SEL,2024-01-16,6:55 am  –  12:10 pm,Philippines AirAsia,$158
MNL,SEL,2024-01-16,11:15 pm  –  4:10 am+1,Jeju Air,$176
MNL,SEL,2024-01-16,2:15 am  –  7:30 am,Cebu Pacific,$177
MNL,SEL,2024-01-16,5:50 pm  –  11:10 pm,Cebu Pacific,$177
MNL,SEL,2024-01-16,11:15 pm  –  4:10 am+1,Hahn Air Systems,$187
MNL,SEL,2024-01-16,3:00 am  –  12:55 pm,Greater Bay Airlines,$199
MNL,SEL,2024-01-16,9:20 pm  –  2:25 pm+1,"XiamenAir, Shandong Airlines",$200
MNL,SEL,2024-01-16,3:00 am  –  11:40 am,"Greater Bay Airlines, HK Express",$217
MNL,SEL,2024-01-16,10:50 pm  –  7:20 am+1,"Philippine Airlines, Jin Air",$236
MNL,SEL,2024-01-16,9:30 pm  –  7:20 am+1,"Philippine Airlines, Jin Air",$236
MNL,SEL,2024-01-16,6:40 pm  –  7:20 am+1,"Philippine Airlines, Jin Air",$236
MNL,SEL,2024-01-16,11:05 pm  –  12:15 pm+1,Multiple airlines,$256
MNL,BAK,2024-01-16,9:20 pm  –  8:45 pm+1,"XiamenAir, China Southern",$402
MNL,BAK,2024-01-16,6:00 pm  –  8:45 pm+1,"XiamenAir, China Southern",$402
MNL,BAK,2024-01-16,9:20 pm  –  5:00 am+2,Multiple airlines,$445
MNL,BAK,2024-01-16,11:40 pm  –  8:45 pm+1,"Philippines AirAsia, China Southern",$459
MNL,BAK,2024-01-16,11:40 pm  –  8:45 pm+1,"Philippines AirAsia, China Southern",$477
MNL,BAK,2024-01-16,11:40 pm  –  8:45 pm+1,"Philippines AirAsia, China Southern",$477
MNL,BAK,2024-01-16,9:20 pm  –  8:45 pm+1,"XiamenAir, China Southern",$478
MNL,BAK,2024-01-16,9:20 pm  –  8:45 pm+1,"XiamenAir, China Southern",$478
MNL,BAK,2024-01-16,9:20 pm  –  8:45 pm+1,"XiamenAir, China Southern",$479
MNL,BAK,2024-01-16,9:20 pm  –  8:45 pm+1,"XiamenAir, China Southern",$491
MNL,BAK,2024-01-16,11:15 pm  –  5:00 am+2,Multiple airlines,$530
MNL,BAK,2024-01-16,11:55 am  –  9:15 am+1,Multiple airlines,$543
MNL,BAK,2024-01-16,11:55 am  –  10:20 am+1,Multiple airlines,$543
MNL,BAK,2024-01-16,8:35 am  –  5:50 am+1,Multiple airlines,$634
MNL,BAK,2024-01-16,10:10 am  –  5:50 am+1,Multiple airlines,$659
MNL,TUN,2024-01-16,11:50 pm  –  1:20 pm+1,Qatar Airways,"$1,379"
MNL,TUN,2024-01-16,6:30 pm  –  1:20 pm+1,Qatar Airways,"$1,379"
MNL,TUN,2024-01-16,6:30 pm  –  10:35 am+1,"Qatar Airways, ITA Airways","$1,516"
MNL,TUN,2024-01-16,11:50 pm  –  6:15 pm+1,"Qatar Airways, ITA Airways","$1,516"
MNL,TUN,2024-01-16,5:45 am  –  3:45 pm,Turkish Airlines,"$1,747"
MNL,TUN,2024-01-16,10:00 pm  –  10:00 am+1,Turkish Airlines,"$1,747"
MNL,TUN,2024-01-16,10:00 pm  –  3:45 pm+1,Turkish Airlines,"$1,747"
MNL,TUN,2024-01-16,5:45 am  –  10:00 am+1,Turkish Airlines,"$1,747"
MNL,TUN,2024-01-16,7:00 pm  –  10:00 am+1,"Philippine Airlines, Turkish Airlines","$1,801"
MNL,TUN,2024-01-16,3:15 pm  –  10:00 am+1,"Philippine Airlines, Turkish Airlines","$1,801"
MNL,TUN,2024-01-16,5:40 pm  –  1:20 pm+1,"Jetstar Asia, Qatar Airways","$2,294"
MNL,TUN,2024-01-16,5:40 pm  –  12:35 pm+1,"Jetstar Asia, Emirates","$2,600"
MNL,TUN,2024-01-16,10:40 am  –  12:35 pm+1,"Jetstar Asia, Emirates","$2,600"
MNL,TUN,2024-01-16,5:30 pm  –  12:35 pm+1,Emirates,"$3,056"
MNL,TUN,2024-01-16,3:25 am  –  12:35 pm+1,Emirates,"$3,056"
MNL,MAD,2024-01-16,11:50 pm  –  1:55 pm+1,Qatar Airways,"$1,004"
MNL,MAD,2024-01-16,11:50 pm  –  7:55 pm+1,Qatar Airways,"$1,004"
MNL,MAD,2024-01-16,6:30 pm  –  1:55 pm+1,Qatar Airways,"$1,122"
MNL,MAD,2024-01-16,6:30 pm  –  7:55 pm+1,Qatar Airways,"$1,125"
MNL,MAD,2024-01-16,7:45 pm  –  3:00 pm+1,"Cathay Pacific, Iberia","$1,146"
MNL,MAD,2024-01-16,7:00 pm  –  10:20 am+1,"Philippine Airlines, Turkish Airlines","$1,169"
MNL,MAD,2024-01-16,8:25 pm  –  8:10 am+2,Ethiopian Air,"$1,323"
MNL,MAD,2024-01-16,11:50 pm  –  4:00 pm+1,Qatar Airways,"$1,326"
MNL,MAD,2024-01-16,11:50 pm  –  5:55 pm+1,Qatar Airways,"$1,326"
MNL,MAD,2024-01-16,11:50 pm  –  7:30 pm+1,Qatar Airways,"$1,326"
MNL,MAD,2024-01-16,1:15 pm  –  1:55 pm+1,Malaysia Airlines,"$1,339"
MNL,MAD,2024-01-16,1:15 pm  –  1:55 pm+1,Malaysia Airlines,"$1,339"
MNL,MAD,2024-01-16,1:15 pm  –  1:55 pm+1,Malaysia Airlines,"$1,339"
MNL,MAD,2024-01-16,1:15 pm  –  7:55 pm+1,Malaysia Airlines,"$1,339"
MNL,MAD,2024-01-16,6:45 pm  –  8:05 am+1,Etihad Airways,"$1,341"
MNL,LHR,2024-01-16,5:30 pm  –  5:15 pm+1,China Southern,$305
MNL,LHR,2024-01-16,12:00 pm  –  5:15 pm+1,China Southern,$306
MNL,LHR,2024-01-16,2:55 am  –  8:10 pm,Air China,$460
MNL,LHR,2024-01-16,9:20 pm  –  5:50 pm+1,"XiamenAir, Air China",$504
MNL,LHR,2024-01-16,9:55 pm  –  12:55 pm+1,"Philippines AirAsia, China Eastern",$553
MNL,LHR,2024-01-16,10:50 pm  –  12:55 pm+1,"Cebu Pacific, China Eastern",$618
MNL,LHR,2024-01-16,10:55 am  –  4:55 pm+1,China Airlines,$647
MNL,LHR,2024-01-16,2:30 am  –  8:10 pm,Air China,$659
MNL,LHR,2024-01-16,2:10 pm  –  6:25 am+1,"Cebu Pacific, Qatar Airways",$692
MNL,LHR,2024-01-16,6:50 pm  –  7:20 pm+1,EVA Air,$697
MNL,LHR,2024-01-16,3:45 pm  –  7:20 am+1,"Cebu Pacific, Royal Brunei Airlines",$728
MNL,LHR,2024-01-16,3:00 am  –  3:00 pm,"Greater Bay Airlines, Cathay Pacific",$757
MNL,LHR,2024-01-16,7:00 pm  –  5:30 am+1,"Philippine Airlines, Cathay Pacific",$806
MNL,LHR,2024-01-16,7:00 pm  –  6:20 am+1,"Philippine Airlines, Cathay Pacific",$806
MNL,LHR,2024-01-16,4:55 am  –  8:50 pm,China Eastern,$811
MNL,HEL,2024-01-16,12:35 pm  –  2:45 pm+1,Cathay Pacific,$824
MNL,HEL,2024-01-16,7:45 pm  –  2:45 pm+1,Cathay Pacific,$922
MNL,HEL,2024-01-16,12:35 pm  –  3:05 pm+1,Cathay Pacific,$949
MNL,HEL,2024-01-16,12:35 pm  –  2:50 pm+1,Cathay Pacific,$992
MNL,HEL,2024-01-16,12:35 pm  –  3:15 pm+1,Cathay Pacific,$992
MNL,HEL,2024-01-16,7:05 pm  –  1:00 am+2,"Philippine Airlines, Lufthansa","$1,052"
MNL,HEL,2024-01-16,7:05 pm  –  1:00 am+2,"Philippine Airlines, Lufthansa","$1,052"
MNL,HEL,2024-01-16,12:35 pm  –  5:40 pm+1,"Cathay Pacific, Scandinavian Airlines","$1,066"
MNL,HEL,2024-01-16,5:45 am  –  5:40 pm+1,"Cathay Pacific, Scandinavian Airlines","$1,066"
MNL,HEL,2024-01-16,12:35 pm  –  11:25 pm+1,"Cathay Pacific, Scandinavian Airlines","$1,077"
MNL,HEL,2024-01-16,5:45 am  –  11:25 pm+1,"Cathay Pacific, Scandinavian Airlines","$1,077"
MNL,HEL,2024-01-16,7:45 pm  –  2:45 pm+1,"Cathay Pacific, Finnair","$1,083"
MNL,HEL,2024-01-16,12:35 pm  –  11:00 pm+1,"Cathay Pacific, Finnair","$1,101"
MNL,HEL,2024-01-16,5:45 am  –  11:00 pm+1,"Cathay Pacific, Finnair","$1,101"
MNL,HEL,2024-01-16,7:45 pm  –  3:05 pm+1,"Cathay Pacific, Finnair","$1,103"
MNL,STO,2024-01-16,3:35 pm  –  4:30 pm+1,"Cebu Pacific, Air China",$539
MNL,STO,2024-01-16,4:55 am  –  9:55 am+1,"China Eastern, LOT",$540
MNL,STO,2024-01-16,3:15 pm  –  4:30 pm+1,"Philippine Airlines, Air China",$585
MNL,STO,2024-01-16,4:55 am  –  11:55 pm,"China Eastern, Finnair",$609
MNL,STO,2024-01-16,4:55 am  –  9:00 pm,"China Eastern, Scandinavian Airlines",$649
MNL,STO,2024-01-16,7:00 pm  –  4:30 pm+1,"Philippine Airlines, Air China",$695
MNL,STO,2024-01-16,6:20 pm  –  4:30 pm+1,"Cebu Pacific, Air China",$703
MNL,STO,2024-01-16,11:40 pm  –  4:30 pm+1,"Philippines AirAsia, Air China",$706
MNL,STO,2024-01-16,2:30 am  –  4:30 pm,Air China,$735
MNL,STO,2024-01-16,2:30 am  –  4:30 pm,Air China,$735
MNL,STO,2024-01-16,2:30 am  –  4:30 pm+1,Air China,$741
MNL,STO,2024-01-16,2:30 am  –  4:30 pm+1,Air China,$741
MNL,STO,2024-01-16,2:30 am  –  4:30 pm+1,Air China,$741
MNL,STO,2024-01-16,2:30 am  –  4:30 pm+1,Air China,$741
MNL,STO,2024-01-16,2:30 am  –  4:30 pm+1,Air China,$741
MNL,OSL,2024-01-16,4:55 am  –  9:50 am+1,"China Eastern, LOT",$550
MNL,OSL,2024-01-16,4:55 am  –  8:05 am+1,"China Eastern, Finnair",$639
MNL,OSL,2024-01-16,8:35 am  –  1:30 pm+1,"Philippines AirAsia, Qatar Airways",$651
MNL,OSL,2024-01-16,4:55 am  –  10:35 pm,"China Eastern, Scandinavian Airlines",$653
MNL,OSL,2024-01-16,10:10 am  –  1:30 pm+1,"Philippine Airlines, Qatar Airways",$659
MNL,OSL,2024-01-16,11:55 am  –  12:35 pm+1,Multiple airlines,$682
MNL,OSL,2024-01-16,5:40 pm  –  1:30 pm+1,"Philippines AirAsia, Qatar Airways",$702
MNL,OSL,2024-01-16,3:45 pm  –  12:35 pm+1,"Cebu Pacific, Pegasus Airlines",$748
MNL,OSL,2024-01-16,9:20 pm  –  8:35 am+2,XiamenAir,$754
MNL,OSL,2024-01-16,9:20 pm  –  6:20 pm+2,XiamenAir,$754
MNL,OSL,2024-01-16,5:30 pm  –  11:55 am+2,China Southern,$756
MNL,OSL,2024-01-16,12:00 pm  –  11:55 am+2,China Southern,$756
MNL,OSL,2024-01-16,7:55 pm  –  1:30 pm+1,"Cebu Pacific, Qatar Airways",$767
MNL,OSL,2024-01-16,2:10 pm  –  6:35 am+1,"Cebu Pacific, Qatar Airways",$807
MNL,OSL,2024-01-16,2:10 pm  –  1:30 pm+1,"Cebu Pacific, Qatar Airways",$807
MNL,BRU,2024-01-16,4:55 am  –  10:45 pm,"China Eastern, FlixBus",$455
MNL,BRU,2024-01-16,4:55 am  –  9:45 am+1,"China Eastern, Air Europa",$465
MNL,BRU,2024-01-16,6:35 am  –  6:35 am+1,Multiple airlines,$572
MNL,BRU,2024-01-16,3:35 pm  –  2:20 pm+1,Multiple airlines,$627
MNL,BRU,2024-01-16,7:30 pm  –  1:35 pm+1,Multiple airlines,$648
MNL,BRU,2024-01-16,7:30 pm  –  10:50 am+1,"Scoot, Aegean Airlines",$672
MNL,BRU,2024-01-16,9:30 am  –  6:35 am+1,"Philippine Airlines, Etihad Airways",$676
MNL,BRU,2024-01-16,10:40 am  –  6:35 am+1,"Jetstar Asia, Etihad Airways",$683
MNL,BRU,2024-01-16,2:10 pm  –  1:45 pm+1,Multiple airlines,$692
MNL,BRU,2024-01-16,3:45 pm  –  10:35 am+1,"Cebu Pacific, Pegasus Airlines",$700
MNL,BRU,2024-01-16,3:45 pm  –  1:45 pm+1,"Cebu Pacific, Pegasus Airlines",$700
MNL,BRU,2024-01-16,3:35 pm  –  12:45 pm+1,"Cebu Pacific, Emirates",$716
MNL,BRU,2024-01-16,3:35 pm  –  12:45 pm+1,"Cebu Pacific, Emirates",$716
MNL,BRU,2024-01-16,3:35 pm  –  12:45 pm+1,"Cebu Pacific, Emirates",$725
MNL,BRU,2024-01-16,3:35 pm  –  12:45 pm+1,"Cebu Pacific, Emirates",$725
MNL,DUB,2024-01-16,4:55 am  –  10:15 am+1,"China Eastern, Aer Lingus",$540
MNL,DUB,2024-01-16,4:55 am  –  9:00 pm,"China Eastern, Aer Lingus",$581
MNL,DUB,2024-01-16,4:55 am  –  1:35 pm+1,"China Eastern, British Airways",$644
MNL,DUB,2024-01-16,4:55 am  –  5:00 pm+1,"China Eastern, Lufthansa",$670
MNL,DUB,2024-01-16,4:55 am  –  9:50 am+1,"China Eastern, British Airways",$671
MNL,DUB,2024-01-16,9:20 pm  –  9:00 pm+1,"XiamenAir, Aer Lingus",$711
MNL,DUB,2024-01-16,4:55 am  –  12:10 pm+1,"China Eastern, British Airways",$753
MNL,DUB,2024-01-16,4:55 am  –  12:05 pm+1,"China Eastern, SWISS",$769
MNL,DUB,2024-01-16,4:55 am  –  10:50 pm,"China Eastern, Lufthansa",$777
MNL,DUB,2024-01-16,4:55 am  –  10:50 pm,"China Eastern, Lufthansa",$777
MNL,DUB,2024-01-16,4:55 am  –  3:10 pm+1,"China Eastern, British Airways",$811
MNL,DUB,2024-01-16,12:25 pm  –  11:20 am+1,"Philippine Airlines, Emirates",$812
MNL,DUB,2024-01-16,12:55 am  –  10:50 pm,"Philippine Airlines, Lufthansa",$818
MNL,DUB,2024-01-16,12:35 pm  –  9:50 am+1,"Cathay Pacific, British Airways",$910
MNL,DUB,2024-01-16,5:45 am  –  9:50 am+1,"Cathay Pacific, British Airways",$910
MNL,LUX,2024-01-16,2:50 pm  –  10:25 pm+1,"Philippine Airlines, Lufthansa","$1,062"
MNL,LUX,2024-01-16,2:50 pm  –  1:50 pm+2,"Philippine Airlines, Lufthansa","$1,083"
MNL,LUX,2024-01-16,7:00 pm  –  10:40 am+1,"Philippine Airlines, Turkish Airlines","$1,289"
MNL,LUX,2024-01-16,3:15 pm  –  10:40 am+1,"Philippine Airlines, Turkish Airlines","$1,289"
MNL,LUX,2024-01-16,5:45 am  –  5:00 pm,Turkish Airlines,"$1,325"
MNL,LUX,2024-01-16,5:45 am  –  10:40 am+1,Turkish Airlines,"$1,325"
MNL,LUX,2024-01-16,2:25 pm  –  10:25 pm+1,"Philippine Airlines, Lufthansa","$1,399"
MNL,LUX,2024-01-16,7:00 pm  –  10:10 am+1,"Philippine Airlines, Lufthansa","$1,413"
MNL,LUX,2024-01-16,11:50 pm  –  10:15 am+2,Qatar Airways,"$1,480"
MNL,LUX,2024-01-16,11:50 pm  –  10:15 am+2,Qatar Airways,"$1,482"
MNL,LUX,2024-01-16,11:50 pm  –  10:15 am+2,Qatar Airways,"$1,482"
MNL,LUX,2024-01-16,11:50 pm  –  10:15 am+2,Qatar Airways,"$1,482"
MNL,LUX,2024-01-16,10:00 pm  –  10:40 am+1,Turkish Airlines,"$1,515"
MNL,LUX,2024-01-16,11:50 pm  –  4:15 pm+1,Qatar Airways,"$1,654"
MNL,LUX,2024-01-16,6:30 pm  –  4:15 pm+1,Qatar Airways,"$1,654"
MNL,AMS,2024-01-16,4:55 am  –  5:15 pm,China Eastern,$397
MNL,AMS,2024-01-16,5:30 pm  –  6:35 pm+1,China Southern,$413
MNL,AMS,2024-01-16,12:00 pm  –  6:35 pm+1,China Southern,$413
MNL,AMS,2024-01-16,9:20 pm  –  5:40 pm+1,XiamenAir,$524
MNL,AMS,2024-01-16,8:00 pm  –  5:15 pm+1,"Cebu Pacific, China Eastern",$539
MNL,AMS,2024-01-16,6:25 pm  –  5:15 pm+1,"Cebu Pacific, China Eastern",$539
MNL,AMS,2024-01-16,4:10 pm  –  5:15 pm+1,"Cebu Pacific, China Eastern",$539
MNL,AMS,2024-01-16,3:30 pm  –  5:15 pm+1,"Cebu Pacific, China Eastern",$539
MNL,AMS,2024-01-16,1:55 pm  –  5:15 pm+1,"Cebu Pacific, China Eastern",$539
MNL,AMS,2024-01-16,9:45 pm  –  5:15 pm+1,"Cebu Pacific, China Eastern",$549
MNL,AMS,2024-01-16,9:55 pm  –  5:15 pm+1,"Philippines AirAsia, China Eastern",$553
MNL,AMS,2024-01-16,10:35 pm  –  5:15 pm+1,"Cebgo, China Eastern",$560
MNL,AMS,2024-01-16,4:45 pm  –  5:15 pm+1,"Philippine Airlines, China Eastern",$572
MNL,AMS,2024-01-16,6:20 am  –  6:35 am+1,"Air China, Cathay Pacific",$592
MNL,AMS,2024-01-16,3:45 pm  –  2:40 pm+1,"Cebu Pacific, Pegasus Airlines",$605
MNL,VIE,2024-01-16,10:50 pm  –  3:45 pm+2,Multiple airlines,$464
MNL,VIE,2024-01-16,7:30 pm  –  10:00 am+1,"Scoot, Aegean Airlines",$514
MNL,VIE,2024-01-16,4:55 am  –  6:05 am+1,Multiple airlines,$587
MNL,VIE,2024-01-16,3:35 pm  –  1:05 pm+1,Multiple airlines,$589
MNL,VIE,2024-01-16,7:30 pm  –  2:45 pm+1,"Scoot, Austrian Airlines",$598
MNL,VIE,2024-01-16,7:30 pm  –  2:05 pm+1,"Scoot, SWISS",$639
MNL,VIE,2024-01-16,5:25 am  –  1:50 am+1,Multiple airlines,$647
MNL,VIE,2024-01-16,7:30 pm  –  3:20 pm+1,Multiple airlines,$651
MNL,VIE,2024-01-16,7:30 pm  –  3:20 pm+1,Multiple airlines,$666
MNL,VIE,2024-01-16,7:30 pm  –  2:00 pm+1,"Scoot, Pegasus Airlines",$668
MNL,VIE,2024-01-16,11:55 am  –  6:15 am+1,"Philippine Airlines, Etihad Airways",$678
MNL,VIE,2024-01-16,8:35 am  –  6:45 am+1,"Philippines AirAsia, Qatar Airways",$683
MNL,VIE,2024-01-16,3:45 pm  –  1:05 pm+1,"Cebu Pacific, SunExpress",$704
MNL,VIE,2024-01-16,10:10 am  –  6:45 am+1,"Philippine Airlines, Qatar Airways",$715
MNL,VIE,2024-01-16,11:05 pm  –  6:50 pm+1,"Philippines AirAsia, Emirates",$716
MNL,FRA,2024-01-16,2:30 am  –  6:05 am+1,Air China,$533
MNL,FRA,2024-01-16,4:55 am  –  5:45 am+1,China Eastern,$606
MNL,FRA,2024-01-16,10:55 am  –  6:25 am+1,China Airlines,$653
MNL,FRA,2024-01-16,12:35 pm  –  7:05 am+1,Cathay Pacific,$712
MNL,FRA,2024-01-16,5:45 am  –  7:05 am+1,Cathay Pacific,$712
MNL,FRA,2024-01-16,12:25 pm  –  7:35 am+1,"Philippine Airlines, Emirates",$748
MNL,FRA,2024-01-16,11:25 am  –  6:10 am+1,Gulf Air,$751
MNL,FRA,2024-01-16,2:10 am  –  6:10 am+1,Gulf Air,$751
MNL,FRA,2024-01-16,12:25 pm  –  12:45 pm+1,"Philippine Airlines, Emirates",$753
MNL,FRA,2024-01-16,8:15 am  –  6:25 am+1,China Airlines,$776
MNL,FRA,2024-01-16,12:55 am  –  6:35 pm,"Philippine Airlines, Lufthansa",$779
MNL,FRA,2024-01-16,1:10 pm  –  7:05 pm+1,Thai Airways,$815
MNL,FRA,2024-01-16,8:00 am  –  7:05 am+1,Cathay Pacific,$817
MNL,FRA,2024-01-16,1:10 pm  –  5:55 am+1,Thai Airways,$838
MNL,FRA,2024-01-16,7:45 pm  –  7:05 am+1,Cathay Pacific,$882
MNL,BUD,2024-01-16,9:55 pm  –  12:05 am+2,Multiple airlines,$456
MNL,BUD,2024-01-16,4:45 pm  –  12:05 am+2,Multiple airlines,$486
MNL,BUD,2024-01-16,6:20 am  –  6:35 am+1,Air China,$489
MNL,BUD,2024-01-16,6:20 am  –  6:35 am+1,Air China,$489
MNL,BUD,2024-01-16,6:20 am  –  6:35 am+1,Air China,$489
MNL,BUD,2024-01-16,2:00 pm  –  12:05 am+2,Multiple airlines,$498
MNL,BUD,2024-01-16,4:55 am  –  9:05 am+1,"China Eastern, LOT",$514
MNL,BUD,2024-01-16,2:55 am  –  6:35 am+1,Air China,$532
MNL,BUD,2024-01-16,2:55 am  –  6:35 am+1,Air China,$532
MNL,BUD,2024-01-16,2:55 am  –  6:35 am+1,Air China,$532
MNL,BUD,2024-01-16,2:30 am  –  6:35 am+1,"Air China, Shenzhen Airlines",$534
MNL,BUD,2024-01-16,3:00 am  –  6:35 am+1,"Greater Bay Airlines, Air China",$542
MNL,BUD,2024-01-16,2:30 am  –  6:35 am+1,Air China,$559
MNL,BUD,2024-01-16,2:30 am  –  6:35 am+1,Air China,$559
MNL,BUD,2024-01-16,2:30 am  –  6:35 am+1,Air China,$560
MNL,BTS,2024-01-16,7:30 pm  –  12:05 pm+1,Multiple airlines,$520
MNL,BTS,2024-01-16,5:40 pm  –  3:30 pm+2,Multiple airlines,$545
MNL,BTS,2024-01-16,6:55 am  –  3:40 pm+1,Multiple airlines,$670
MNL,BTS,2024-01-16,8:55 am  –  10:02 am+1,Multiple airlines,$700
MNL,BTS,2024-01-16,2:10 pm  –  3:40 pm+1,Multiple airlines,$737
MNL,BTS,2024-01-16,2:10 pm  –  3:40 pm+1,Multiple airlines,$745
MNL,BTS,2024-01-16,8:55 am  –  3:40 pm+1,Multiple airlines,$785
MNL,BTS,2024-01-16,2:15 pm  –  3:40 pm+1,Multiple airlines,$786
MNL,BTS,2024-01-16,3:45 pm  –  3:40 pm+1,Multiple airlines,$789
MNL,BTS,2024-01-16,7:00 pm  –  3:40 pm+1,Multiple airlines,$892
MNL,BTS,2024-01-16,1:10 pm  –  3:40 pm+1,Multiple airlines,$896
MNL,BTS,2024-01-16,7:15 pm  –  3:40 pm+1,Multiple airlines,$922
MNL,BTS,2024-01-16,12:35 pm  –  3:40 pm+1,"Cathay Pacific, Wizz Air UK",$947
MNL,BTS,2024-01-16,12:25 pm  –  3:40 pm+1,Multiple airlines,$982
MNL,BTS,2024-01-16,2:50 pm  –  3:40 pm+1,Multiple airlines,"$1,007"
